	filename	event_label	onset	offset	start	name	original_label
92	sh92-75RR3E_21.wav	Other	7.69	7.9	21	sh92-75RR3E	Other
93	sh92-75RR3E_21.wav	BabyCry	7.9	9.59	21	sh92-75RR3E	BabyCry
94	sh92-75RR3E_21.wav	Other	9.59	10.0	21	sh92-75RR3E	Other
95	bWb7maOK2N4_50.wav	Other	0.0	4.02	50	bWb7maOK2N4	Other
96	bWb7maOK2N4_50.wav	BabyCry	4.02	4.99	50	bWb7maOK2N4	BabyCry
97	bWb7maOK2N4_50.wav	Other	4.99	7.84	50	bWb7maOK2N4	Other
98	bWb7maOK2N4_50.wav	BabyCry	7.84	8.81	50	bWb7maOK2N4	BabyCry
99	bWb7maOK2N4_50.wav	Other	8.81	9.23	50	bWb7maOK2N4	Other
100	bWb7maOK2N4_50.wav	BabyCry	9.23	10.0	50	bWb7maOK2N4	BabyCry
101	wivUKXrtziM_30.wav	Other	0.0	0.13	30	wivUKXrtziM	Other
102	wivUKXrtziM_30.wav	BabyCry	0.13	1.56	30	wivUKXrtziM	BabyCry
103	wivUKXrtziM_30.wav	Other	1.56	2.05	30	wivUKXrtziM	Other
104	wivUKXrtziM_30.wav	BabyCry	2.05	3.25	30	wivUKXrtziM	BabyCry
105	wivUKXrtziM_30.wav	Other	3.25	3.51	30	wivUKXrtziM	Other
106	wivUKXrtziM_30.wav	BabyCry	3.51	4.35	30	wivUKXrtziM	BabyCry
107	wivUKXrtziM_30.wav	Other	4.35	4.95	30	wivUKXrtziM	Other
108	wivUKXrtziM_30.wav	BabyCry	4.95	6.01	30	wivUKXrtziM	BabyCry
109	wivUKXrtziM_30.wav	Other	6.01	6.3	30	wivUKXrtziM	Other
110	wivUKXrtziM_30.wav	BabyCry	6.3	6.58	30	wivUKXrtziM	BabyCry
111	wivUKXrtziM_30.wav	Other	6.58	10.0	30	wivUKXrtziM	Other
112	X7EByMiffGo_40.wav	BabyCry	0.0	1.32	40	X7EByMiffGo	BabyCry
113	X7EByMiffGo_40.wav	Other	1.32	2.47	40	X7EByMiffGo	Other
114	X7EByMiffGo_40.wav	BabyCry	2.47	2.62	40	X7EByMiffGo	BabyCry
115	X7EByMiffGo_40.wav	Other	2.62	3.67	40	X7EByMiffGo	Other
116	X7EByMiffGo_40.wav	BabyCry	3.67	5.16	40	X7EByMiffGo	BabyCry
117	X7EByMiffGo_40.wav	Other	5.16	5.48	40	X7EByMiffGo	Other
118	X7EByMiffGo_40.wav	BabyCry	5.48	5.99	40	X7EByMiffGo	BabyCry
119	X7EByMiffGo_40.wav	Other	5.99	6.27	40	X7EByMiffGo	Other
120	X7EByMiffGo_40.wav	BabyCry	6.27	9.77	40	X7EByMiffGo	BabyCry
121	X7EByMiffGo_40.wav	Other	9.77	10.0	40	X7EByMiffGo	Other
122	cdHZul3A2jw_40.wav	Other	0.0	1.01	40	cdHZul3A2jw	Other
123	cdHZul3A2jw_40.wav	BabyCry	1.01	1.75	40	cdHZul3A2jw	BabyCry
124	cdHZul3A2jw_40.wav	Other	1.75	1.95	40	cdHZul3A2jw	Other
125	cdHZul3A2jw_40.wav	BabyCry	1.95	2.92	40	cdHZul3A2jw	BabyCry
126	cdHZul3A2jw_40.wav	Other	2.92	3.16	40	cdHZul3A2jw	Other
127	cdHZul3A2jw_40.wav	BabyCry	3.16	4.2	40	cdHZul3A2jw	BabyCry
128	cdHZul3A2jw_40.wav	Other	4.2	4.6	40	cdHZul3A2jw	Other
129	cdHZul3A2jw_40.wav	BabyCry	4.6	4.88	40	cdHZul3A2jw	BabyCry
130	cdHZul3A2jw_40.wav	Other	4.88	5.4	40	cdHZul3A2jw	Other
131	cdHZul3A2jw_40.wav	BabyCry	5.4	5.79	40	cdHZul3A2jw	BabyCry
132	cdHZul3A2jw_40.wav	Other	5.79	6.08	40	cdHZul3A2jw	Other
133	cdHZul3A2jw_40.wav	BabyCry	6.08	6.45	40	cdHZul3A2jw	BabyCry
134	cdHZul3A2jw_40.wav	Other	6.45	7.76	40	cdHZul3A2jw	Other
135	cdHZul3A2jw_40.wav	BabyCry	7.76	8.73	40	cdHZul3A2jw	BabyCry
136	cdHZul3A2jw_40.wav	Other	8.73	9.44	40	cdHZul3A2jw	Other
137	cdHZul3A2jw_40.wav	BabyCry	9.44	10.0	40	cdHZul3A2jw	BabyCry
138	hYrm-5x76h4_13.wav	BabyCry	0.0	9.48	13	hYrm-5x76h4	BabyCry
139	hYrm-5x76h4_13.wav	Other	9.48	10.0	13	hYrm-5x76h4	Other
140	d9JpfC5mJv0_21.wav	Other	0.0	0.23	21	d9JpfC5mJv0	Other
141	d9JpfC5mJv0_21.wav	BabyCry	0.23	0.61	21	d9JpfC5mJv0	BabyCry
142	d9JpfC5mJv0_21.wav	Other	0.61	0.84	21	d9JpfC5mJv0	Other
143	d9JpfC5mJv0_21.wav	BabyCry	0.84	1.27	21	d9JpfC5mJv0	BabyCry
144	d9JpfC5mJv0_21.wav	Other	1.27	1.49	21	d9JpfC5mJv0	Other
145	d9JpfC5mJv0_21.wav	BabyCry	1.49	2.05	21	d9JpfC5mJv0	BabyCry
146	d9JpfC5mJv0_21.wav	Other	2.05	3.97	21	d9JpfC5mJv0	Other
147	d9JpfC5mJv0_21.wav	BabyCry	3.97	4.86	21	d9JpfC5mJv0	BabyCry
148	d9JpfC5mJv0_21.wav	Other	4.86	5.42	21	d9JpfC5mJv0	Other
149	d9JpfC5mJv0_21.wav	BabyCry	5.42	7.27	21	d9JpfC5mJv0	BabyCry
150	d9JpfC5mJv0_21.wav	Other	7.27	7.97	21	d9JpfC5mJv0	Other
151	d9JpfC5mJv0_21.wav	BabyCry	7.97	9.51	21	d9JpfC5mJv0	BabyCry
152	d9JpfC5mJv0_21.wav	Other	9.51	9.88	21	d9JpfC5mJv0	Other
153	d9JpfC5mJv0_21.wav	BabyCry	9.88	10.0	21	d9JpfC5mJv0	BabyCry
154	ytOOcPF3Jd4_8.wav	BabyCry	0.0	4.08	8	ytOOcPF3Jd4	BabyCry
155	ytOOcPF3Jd4_8.wav	Other	4.08	5.33	8	ytOOcPF3Jd4	Other
156	ytOOcPF3Jd4_8.wav	BabyCry	5.33	8.03	8	ytOOcPF3Jd4	BabyCry
157	ytOOcPF3Jd4_8.wav	Other	8.03	8.38	8	ytOOcPF3Jd4	Other
158	ytOOcPF3Jd4_8.wav	BabyCry	8.38	8.82	8	ytOOcPF3Jd4	BabyCry
159	ytOOcPF3Jd4_8.wav	Other	8.82	10.0	8	ytOOcPF3Jd4	Other
160	EZsXODJrMpc_0.wav	Other	0.0	0.1	0	EZsXODJrMpc	Other
161	EZsXODJrMpc_0.wav	BabyCry	0.1	1.96	0	EZsXODJrMpc	BabyCry
162	EZsXODJrMpc_0.wav	Other	1.96	2.42	0	EZsXODJrMpc	Other
163	EZsXODJrMpc_0.wav	BabyCry	2.42	5.99	0	EZsXODJrMpc	BabyCry
164	EZsXODJrMpc_0.wav	Other	5.99	6.34	0	EZsXODJrMpc	Other
165	EZsXODJrMpc_0.wav	BabyCry	6.34	7.76	0	EZsXODJrMpc	BabyCry
166	EZsXODJrMpc_0.wav	Other	7.76	7.91	0	EZsXODJrMpc	Other
167	EZsXODJrMpc_0.wav	BabyCry	7.91	9.69	0	EZsXODJrMpc	BabyCry
168	EZsXODJrMpc_0.wav	Other	9.69	9.8	0	EZsXODJrMpc	Other
169	EZsXODJrMpc_0.wav	BabyCry	9.8	10.0	0	EZsXODJrMpc	BabyCry
170	h4yd3IuJEsU_10.wav	Other	0.0	0.16	10	h4yd3IuJEsU	Other
171	h4yd3IuJEsU_10.wav	BabyCry	0.16	0.41	10	h4yd3IuJEsU	BabyCry
172	h4yd3IuJEsU_10.wav	Other	0.41	0.98	10	h4yd3IuJEsU	Other
173	h4yd3IuJEsU_10.wav	BabyCry	0.98	1.34	10	h4yd3IuJEsU	BabyCry
174	h4yd3IuJEsU_10.wav	Other	1.34	1.68	10	h4yd3IuJEsU	Other
175	h4yd3IuJEsU_10.wav	BabyCry	1.68	2.04	10	h4yd3IuJEsU	BabyCry
176	h4yd3IuJEsU_10.wav	Other	2.04	4.32	10	h4yd3IuJEsU	Other
177	h4yd3IuJEsU_10.wav	BabyCry	4.32	4.66	10	h4yd3IuJEsU	BabyCry
178	h4yd3IuJEsU_10.wav	Other	4.66	4.92	10	h4yd3IuJEsU	Other
179	h4yd3IuJEsU_10.wav	BabyCry	4.92	6.38	10	h4yd3IuJEsU	BabyCry
180	h4yd3IuJEsU_10.wav	Other	6.38	6.7	10	h4yd3IuJEsU	Other
181	h4yd3IuJEsU_10.wav	BabyCry	6.7	7.0	10	h4yd3IuJEsU	BabyCry
182	h4yd3IuJEsU_10.wav	Other	7.0	7.24	10	h4yd3IuJEsU	Other
183	h4yd3IuJEsU_10.wav	BabyCry	7.24	7.87	10	h4yd3IuJEsU	BabyCry
184	h4yd3IuJEsU_10.wav	Other	7.87	8.03	10	h4yd3IuJEsU	Other
185	h4yd3IuJEsU_10.wav	BabyCry	8.03	9.0	10	h4yd3IuJEsU	BabyCry
186	h4yd3IuJEsU_10.wav	Other	9.0	9.19	10	h4yd3IuJEsU	Other
187	h4yd3IuJEsU_10.wav	BabyCry	9.19	9.46	10	h4yd3IuJEsU	BabyCry
188	h4yd3IuJEsU_10.wav	Other	9.46	9.68	10	h4yd3IuJEsU	Other
189	h4yd3IuJEsU_10.wav	BabyCry	9.68	10.0	10	h4yd3IuJEsU	BabyCry
190	fx6YWC4Wu5s_300.wav	Other	0.0	0.93	300	fx6YWC4Wu5s	Other
191	fx6YWC4Wu5s_300.wav	BabyCry	0.93	1.52	300	fx6YWC4Wu5s	BabyCry
192	fx6YWC4Wu5s_300.wav	Other	1.52	10.0	300	fx6YWC4Wu5s	Other
193	PGpAwgQArRg_30.wav	Other	0.0	0.1	30	PGpAwgQArRg	Other
194	PGpAwgQArRg_30.wav	BabyCry	0.1	0.93	30	PGpAwgQArRg	BabyCry
195	PGpAwgQArRg_30.wav	Other	0.93	1.52	30	PGpAwgQArRg	Other
196	PGpAwgQArRg_30.wav	BabyCry	1.52	2.11	30	PGpAwgQArRg	BabyCry
197	PGpAwgQArRg_30.wav	Other	2.11	10.0	30	PGpAwgQArRg	Other
198	CRZ4rjGUKiA_30.wav	BabyCry	0.0	0.22	30	CRZ4rjGUKiA	BabyCry
199	CRZ4rjGUKiA_30.wav	Other	0.22	0.4	30	CRZ4rjGUKiA	Other
200	CRZ4rjGUKiA_30.wav	BabyCry	0.4	0.76	30	CRZ4rjGUKiA	BabyCry
201	CRZ4rjGUKiA_30.wav	Other	0.76	1.14	30	CRZ4rjGUKiA	Other
202	CRZ4rjGUKiA_30.wav	BabyCry	1.14	2.21	30	CRZ4rjGUKiA	BabyCry
203	CRZ4rjGUKiA_30.wav	Other	2.21	2.89	30	CRZ4rjGUKiA	Other
204	CRZ4rjGUKiA_30.wav	BabyCry	2.89	6.56	30	CRZ4rjGUKiA	BabyCry
205	CRZ4rjGUKiA_30.wav	Other	6.56	9.79	30	CRZ4rjGUKiA	Other
206	CRZ4rjGUKiA_30.wav	BabyCry	9.79	10.0	30	CRZ4rjGUKiA	BabyCry
207	NTg4toxmcN4_10.wav	BabyCry	0.0	0.5	10	NTg4toxmcN4	BabyCry
208	NTg4toxmcN4_10.wav	Other	0.5	0.84	10	NTg4toxmcN4	Other
209	NTg4toxmcN4_10.wav	BabyCry	0.84	1.34	10	NTg4toxmcN4	BabyCry
210	NTg4toxmcN4_10.wav	Other	1.34	1.69	10	NTg4toxmcN4	Other
211	NTg4toxmcN4_10.wav	BabyCry	1.69	2.21	10	NTg4toxmcN4	BabyCry
212	NTg4toxmcN4_10.wav	Other	2.21	2.52	10	NTg4toxmcN4	Other
213	NTg4toxmcN4_10.wav	BabyCry	2.52	3.21	10	NTg4toxmcN4	BabyCry
214	NTg4toxmcN4_10.wav	Other	3.21	3.5	10	NTg4toxmcN4	Other
215	NTg4toxmcN4_10.wav	BabyCry	3.5	4.29	10	NTg4toxmcN4	BabyCry
216	NTg4toxmcN4_10.wav	Other	4.29	4.76	10	NTg4toxmcN4	Other
217	NTg4toxmcN4_10.wav	BabyCry	4.76	5.67	10	NTg4toxmcN4	BabyCry
218	NTg4toxmcN4_10.wav	Other	5.67	6.02	10	NTg4toxmcN4	Other
219	NTg4toxmcN4_10.wav	BabyCry	6.02	6.85	10	NTg4toxmcN4	BabyCry
220	NTg4toxmcN4_10.wav	Other	6.85	7.25	10	NTg4toxmcN4	Other
221	NTg4toxmcN4_10.wav	BabyCry	7.25	8.06	10	NTg4toxmcN4	BabyCry
222	NTg4toxmcN4_10.wav	Other	8.06	8.43	10	NTg4toxmcN4	Other
223	NTg4toxmcN4_10.wav	BabyCry	8.43	9.17	10	NTg4toxmcN4	BabyCry
224	NTg4toxmcN4_10.wav	Other	9.17	9.54	10	NTg4toxmcN4	Other
225	NTg4toxmcN4_10.wav	BabyCry	9.54	10.0	10	NTg4toxmcN4	BabyCry
226	zJxqIiKd3wM_310.wav	Other	0.0	3.67	310	zJxqIiKd3wM	Other
227	zJxqIiKd3wM_310.wav	BabyCry	3.67	4.83	310	zJxqIiKd3wM	BabyCry
228	zJxqIiKd3wM_310.wav	Other	4.83	10.0	310	zJxqIiKd3wM	Other
229	QJQYCFL4JXo_20.wav	Other	0.0	0.0	20	QJQYCFL4JXo	Other
230	QJQYCFL4JXo_20.wav	BabyCry	0.0	10.0	20	QJQYCFL4JXo	BabyCry
231	vbaPZhkSrhw_40.wav	BabyCry	0.0	0.65	40	vbaPZhkSrhw	BabyCry
232	vbaPZhkSrhw_40.wav	Other	0.65	1.17	40	vbaPZhkSrhw	Other
233	vbaPZhkSrhw_40.wav	BabyCry	1.17	3.95	40	vbaPZhkSrhw	BabyCry
234	vbaPZhkSrhw_40.wav	Other	3.95	10.0	40	vbaPZhkSrhw	Other
235	Vr6JjpUVa8E_80.wav	BabyCry	0.0	0.87	80	Vr6JjpUVa8E	BabyCry
236	Vr6JjpUVa8E_80.wav	Other	0.87	10.0	80	Vr6JjpUVa8E	Other
237	07m3-FOJQ-Q_10.wav	BabyCry	0.0	1.79	10	07m3-FOJQ-Q	BabyCry
238	07m3-FOJQ-Q_10.wav	Other	1.79	2.2	10	07m3-FOJQ-Q	Other
239	07m3-FOJQ-Q_10.wav	BabyCry	2.2	3.23	10	07m3-FOJQ-Q	BabyCry
240	07m3-FOJQ-Q_10.wav	Other	3.23	3.55	10	07m3-FOJQ-Q	Other
241	07m3-FOJQ-Q_10.wav	BabyCry	3.55	4.09	10	07m3-FOJQ-Q	BabyCry
242	07m3-FOJQ-Q_10.wav	Other	4.09	4.67	10	07m3-FOJQ-Q	Other
243	07m3-FOJQ-Q_10.wav	BabyCry	4.67	5.27	10	07m3-FOJQ-Q	BabyCry
244	07m3-FOJQ-Q_10.wav	Other	5.27	5.63	10	07m3-FOJQ-Q	Other
245	07m3-FOJQ-Q_10.wav	BabyCry	5.63	6.1	10	07m3-FOJQ-Q	BabyCry
246	07m3-FOJQ-Q_10.wav	Other	6.1	6.34	10	07m3-FOJQ-Q	Other
247	07m3-FOJQ-Q_10.wav	BabyCry	6.34	6.72	10	07m3-FOJQ-Q	BabyCry
248	07m3-FOJQ-Q_10.wav	Other	6.72	6.97	10	07m3-FOJQ-Q	Other
249	07m3-FOJQ-Q_10.wav	BabyCry	6.97	7.53	10	07m3-FOJQ-Q	BabyCry
250	07m3-FOJQ-Q_10.wav	Other	7.53	7.77	10	07m3-FOJQ-Q	Other
251	07m3-FOJQ-Q_10.wav	BabyCry	7.77	8.62	10	07m3-FOJQ-Q	BabyCry
252	07m3-FOJQ-Q_10.wav	Other	8.62	9.04	10	07m3-FOJQ-Q	Other
253	07m3-FOJQ-Q_10.wav	BabyCry	9.04	10.0	10	07m3-FOJQ-Q	BabyCry
254	NPbXnyOEuO4_8.wav	Other	0.0	9.26	8	NPbXnyOEuO4	Other
255	NPbXnyOEuO4_8.wav	BabyCry	9.26	9.7	8	NPbXnyOEuO4	BabyCry
256	NPbXnyOEuO4_8.wav	Other	9.7	10.0	8	NPbXnyOEuO4	Other
257	1Dfo-5oDf5k_50.wav	Other	0.0	2.37	50	1Dfo-5oDf5k	Other
258	1Dfo-5oDf5k_50.wav	BabyCry	2.37	4.42	50	1Dfo-5oDf5k	BabyCry
259	1Dfo-5oDf5k_50.wav	Other	4.42	10.0	50	1Dfo-5oDf5k	Other
260	ESM5iFLydek_130.wav	Other	0.0	7.16	130	ESM5iFLydek	Other
261	ESM5iFLydek_130.wav	BabyCry	7.16	7.83	130	ESM5iFLydek	BabyCry
262	ESM5iFLydek_130.wav	Other	7.83	8.39	130	ESM5iFLydek	Other
263	ESM5iFLydek_130.wav	BabyCry	8.39	9.53	130	ESM5iFLydek	BabyCry
264	ESM5iFLydek_130.wav	Other	9.53	9.65	130	ESM5iFLydek	Other
265	ESM5iFLydek_130.wav	BabyCry	9.65	9.79	130	ESM5iFLydek	BabyCry
266	ESM5iFLydek_130.wav	Other	9.79	9.93	130	ESM5iFLydek	Other
267	ESM5iFLydek_130.wav	BabyCry	9.93	10.0	130	ESM5iFLydek	BabyCry
268	NRJxczcHX9c_5.wav	Other	0.0	0.39	5	NRJxczcHX9c	Other
269	NRJxczcHX9c_5.wav	BabyCry	0.39	1.2	5	NRJxczcHX9c	BabyCry
270	NRJxczcHX9c_5.wav	Other	1.2	10.0	5	NRJxczcHX9c	Other
271	OVyWodAjQQI_30.wav	BabyCry	0.0	2.13	30	OVyWodAjQQI	BabyCry
272	OVyWodAjQQI_30.wav	Other	2.13	3.4	30	OVyWodAjQQI	Other
273	OVyWodAjQQI_30.wav	BabyCry	3.4	8.38	30	OVyWodAjQQI	BabyCry
274	OVyWodAjQQI_30.wav	Other	8.38	8.65	30	OVyWodAjQQI	Other
275	OVyWodAjQQI_30.wav	BabyCry	8.65	10.0	30	OVyWodAjQQI	BabyCry
276	FM1rJBmPXqs_10.wav	Other	0.0	0.0	10	FM1rJBmPXqs	Other
277	FM1rJBmPXqs_10.wav	BabyCry	0.0	10.0	10	FM1rJBmPXqs	BabyCry
278	l1bHR2Kn6Hg_40.wav	Other	0.0	5.29	40	l1bHR2Kn6Hg	Other
279	l1bHR2Kn6Hg_40.wav	BabyCry	5.29	9.2	40	l1bHR2Kn6Hg	BabyCry
280	l1bHR2Kn6Hg_40.wav	Other	9.2	9.61	40	l1bHR2Kn6Hg	Other
281	l1bHR2Kn6Hg_40.wav	BabyCry	9.61	10.0	40	l1bHR2Kn6Hg	BabyCry
282	9xls_sIJ_s8_30.wav	Other	0.0	1.12	30	9xls_sIJ_s8	Other
283	9xls_sIJ_s8_30.wav	BabyCry	1.12	2.71	30	9xls_sIJ_s8	BabyCry
284	9xls_sIJ_s8_30.wav	Other	2.71	3.6	30	9xls_sIJ_s8	Other
